# background genes,# genes,perc_overlap,category,chart color,description,FDR value,genes,network.SUID,nodes.SUID,p-value,PMID,term name,transferred FDR value,year
18,4,0.222222222222222,GO Biological Process,,"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment",0.00036,STAT3|MTOR|BCL2|BRAF,128,691|352|553|694,0.0000228,,GO:0043369,0.344369749923271,0
18,4,0.222222222222222,GO Biological Process,,Regulation of mitochondrial depolarization,0.00036,KDR|PARP1|SRC|BCL2,128,460|409|625|553,0.0000228,,GO:0051900,0.344369749923271,0
9,2,0.222222222222222,GO Biological Process,,Antral ovarian follicle growth,0.0278,FOXO3|ESR1,128,541|760,0.0031,,GO:0001547,0.155595520408192,0
9,2,0.222222222222222,GO Biological Process,,Negative regulation of neuroblast proliferation,0.0278,TP53|CTNNA1,128,709|754,0.0031,,GO:0007406,0.155595520408192,0
9,2,0.222222222222222,GO Biological Process,,Negative regulation of glial cell apoptotic process,0.0278,PRKCD|PRKCA,128,325|706,0.0031,,GO:0034351,0.155595520408192,0
9,2,0.222222222222222,GO Biological Process,,Hepatocyte growth factor receptor signaling pathway,0.0278,MET|STMN1,128,400|439,0.0031,,GO:0048012,0.155595520408192,0
9,2,0.222222222222222,GO Biological Process,,Positive regulation of developmental pigmentation,0.0278,BAX|BCL2,128,547|553,0.0031,,GO:0048087,0.155595520408192,0
9,2,0.222222222222222,GO Biological Process,,Embryonic foregut morphogenesis,0.0278,SMAD3|CTNNB1,128,538|580,0.0031,,GO:0048617,0.155595520408192,0
9,2,0.222222222222222,GO Biological Process,,Regulation of hair follicle maturation,0.0278,CDH3|CTNNB1,128,697|580,0.0031,,GO:0048819,0.155595520408192,0
9,2,0.222222222222222,GO Biological Process,,Regulation of killing of cells of another organism,0.0278,SYK|BCL2L1,128,382|385,0.0031,,GO:0051709,0.155595520408192,0
9,2,0.222222222222222,GO Biological Process,,Regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,0.0278,PARK7|PARP1,128,340|409,0.0031,,GO:1903376,0.155595520408192,0
14,3,0.214285714285714,GO Biological Process,,Positive regulation of calcium ion transport into cytosol,0.0034,BAX|CAV1|BAK1,128,547|685|520,0.00029,,GO:0010524,0.246852108295774,0
14,3,0.214285714285714,GO Biological Process,,Regulation of developmental pigmentation,0.0034,BAX|BCL2L11|BCL2,128,547|586|553,0.00029,,GO:0048070,0.246852108295774,0
14,3,0.214285714285714,GO Biological Process,,Motor neuron apoptotic process,0.0034,ERBB3|BAX|BCL2,128,487|547|553,0.00029,,GO:0097049,0.246852108295774,0
14,3,0.214285714285714,GO Biological Process,,Negative regulation of transcription from RNA polymerase II promoter in response to stress,0.0034,VHL|JUN|HSPA1A,128,394|688|316,0.00029,,GO:0097201,0.246852108295774,0
19,4,0.210526315789474,GO Biological Process,,Positive regulation of bone resorption,0.00043,SRC|SYK|TFRC|PRKCA,128,625|382|319|706,0.0000275,,GO:0045780,0.336653154442041,0
19,4,0.210526315789474,GO Biological Process,,Apoptotic process involved in morphogenesis,0.00043,BAX|BAK1|BCL2L11|NOTCH1,128,547|520|586|571,0.0000275,,GO:0060561,0.336653154442041,0
19,4,0.210526315789474,GO Biological Process,,Regulation of fibroblast apoptotic process,0.00043,PIK3CA|TP53|BID|BCL2L11,128,715|709|763|586,0.0000275,,GO:2000269,0.336653154442041,0
48,10,0.208333333333333,GO Biological Process,,Positive regulation of miRNA transcription,9.73E-10,STAT3|TP53|SMAD1|SMAD3|FOXO3|SMAD4|JUN|GATA3|ETS1|MYC,128,691|709|700|538|541|616|688|445|652|505,2.23E-11,,GO:1902895,0.901188715973165,0
24,5,0.208333333333333,GO Biological Process,,T cell lineage commitment,0.0000528,STAT3|TP53|MTOR|BCL2|BRAF,128,691|709|352|553|694,0.00000269,,GO:0002360,0.427736607746619,0
53,11,0.207547169811321,GO Biological Process,,Ovarian follicle development,1.07E-10,KDR|ATM|KIT|BAX|CTNNA1|FOXO3|SMAD4|SRC|BCL2L1|BCL2|ESR1,128,460|475|514|547|754|541|616|625|385|553|760,2.23E-12,,GO:0001541,0.997061622231479,0
44,9,0.204545454545455,GO Biological Process,,"DNA damage response, signal transduction by p53 class mediator",0.00000000982,CDKN1B|TP53|ATM|FOXO3|FOXM1|BRCA2|CHEK2|CDKN1A|NDRG1,128,583|709|475|541|484|751|361|604|448,2.66E-10,,GO:0030330,0.800788851221305,0
54,11,0.203703703703704,GO Biological Process,,Positive regulation of miRNA metabolic process,1.26E-10,NFKB1|STAT3|TP53|SMAD1|SMAD3|FOXO3|SMAD4|JUN|GATA3|ETS1|MYC,128,601|691|709|700|538|541|616|688|445|652|505,2.66E-12,,GO:2000630,0.989962945488244,0
25,5,0.2,GO Biological Process,,Positive regulation of muscle tissue development,0.0000625,RPS6KB1|ERBB3|PRKAA1|BCL2|CTNNB1,128,421|487|343|553|580,0.00000321,,GO:1901863,0.420411998265593,0
25,5,0.2,GO Biological Process,,Positive regulation of transcription regulatory region DNA binding,0.0000625,RB1|PARK7|PARP1|GATA3|CTNNB1,128,595|340|409|445|580,0.00000321,,GO:2000679,0.420411998265593,0
20,4,0.2,GO Biological Process,,Intrinsic apoptotic signaling pathway in response to oxidative stress,0.00051,PRKCD|PDK1|BCL2|DIABLO,128,325|328|553|508,0.0000328,,GO:0008631,0.329242982390206,0
20,4,0.2,GO Biological Process,,Regulation of calcium ion transport into cytosol,0.00051,BAX|CAV1|BAK1|BCL2,128,547|685|520|553,0.0000328,,GO:0010522,0.329242982390206,0
15,3,0.2,GO Biological Process,,Response to UV-C,0.004,TP53|BAK1|BRCA2,128,709|520|751,0.00034,,GO:0010225,0.239794000867204,0
15,3,0.2,GO Biological Process,,Mammary gland epithelial cell proliferation,0.004,MAPK1|CCND1|ESR1,128,622|481|760,0.00034,,GO:0033598,0.239794000867204,0
15,3,0.2,GO Biological Process,,Positive regulation of B cell differentiation,0.004,XBP1|SYK|BAD,128,739|382|493,0.00034,,GO:0045579,0.239794000867204,0
15,3,0.2,GO Biological Process,,Calcium ion transport into cytosol,0.004,BAX|BAK1|BCL2,128,547|520|553,0.00034,,GO:0060402,0.239794000867204,0
15,3,0.2,GO Biological Process,,Negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,0.004,BAK1|HSPA1A|BCL2L1,128,520|316|385,0.00034,,GO:1901029,0.239794000867204,0
15,3,0.2,GO Biological Process,,Positive regulation of mitochondrial membrane permeability involved in apoptotic process,0.004,BAX|BID|BCL2L11,128,547|763|586,0.00034,,GO:1902110,0.239794000867204,0
15,3,0.2,GO Biological Process,,Regulation of motor neuron apoptotic process,0.004,ERBB3|BAX|BCL2,128,487|547|553,0.00034,,GO:2000671,0.239794000867204,0
10,2,0.2,GO Biological Process,,Ovulation from ovarian follicle,0.0323,PGR|FOXO3,128,568|541,0.0037,,GO:0001542,0.14907974776689,0
10,2,0.2,GO Biological Process,,Regulation of secondary heart field cardioblast proliferation,0.0323,CTNNB1|NOTCH1,128,580|571,0.0037,,GO:0003266,0.14907974776689,0
10,2,0.2,GO Biological Process,,Response to vitamin E,0.0323,CCND1|BECN1,128,481|430,0.0037,,GO:0033197,0.14907974776689,0
10,2,0.2,GO Biological Process,,Sebaceous gland development,0.0323,GATA6|SMAD4,128,631|616,0.0037,,GO:0048733,0.14907974776689,0
10,2,0.2,GO Biological Process,,Growth hormone receptor signaling pathway via JAK-STAT,0.0323,STAT3|STAT5A,128,691|550,0.0037,,GO:0060397,0.14907974776689,0
10,2,0.2,GO Biological Process,,Prostate glandular acinus development,0.0323,ESR1|NOTCH1,128,760|571,0.0037,,GO:0060525,0.14907974776689,0
10,2,0.2,GO Biological Process,,Blood vessel endothelial cell differentiation,0.0323,KDR|NOTCH1,128,460|571,0.0037,,GO:0060837,0.14907974776689,0
10,2,0.2,GO Biological Process,,Cellular hyperosmotic response,0.0323,ERRFI1|XRCC5,128,334|574,0.0037,,GO:0071474,0.14907974776689,0
10,2,0.2,GO Biological Process,,Positive regulation of fibroblast apoptotic process,0.0323,BID|BCL2L11,128,763|586,0.0037,,GO:2000271,0.14907974776689,0
26,5,0.192307692307692,GO Biological Process,,Regulation of miRNA maturation,0.0000727,STAT3|TP53|EGFR|MAP2K1|ESR1,128,691|709|406|559|760,0.0000038,,GO:1903798,0.413846558914096,0
21,4,0.19047619047619,GO Biological Process,,Determination of adult lifespan,0.00058,MSH2|MSH6|TP53|ATM,128,736|388|709|475,0.0000388,,GO:0008340,0.323657200643706,0
21,4,0.19047619047619,GO Biological Process,,phosphatidylinositol-3-phosphate biosynthetic process,0.00058,PIK3CA|ATM|BECN1|INPP4B,128,715|475|430|643,0.0000388,,GO:0036092,0.323657200643706,0
21,4,0.19047619047619,GO Biological Process,,Positive regulation of skeletal muscle tissue development,0.00058,RPS6KB1|PRKAA1|BCL2|CTNNB1,128,421|343|553|580,0.0000388,,GO:0048643,0.323657200643706,0
21,4,0.19047619047619,GO Biological Process,,Negative regulation of post-transcriptional gene silencing by RNA,0.00058,STAT3|TP53|ADAR|ESR1,128,691|709|646|760,0.0000388,,GO:1900369,0.323657200643706,0
21,4,0.19047619047619,GO Biological Process,,Negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,0.00058,XBP1|PARK7|HSPA1A|BCL2L1,128,739|340|316|385,0.0000388,,GO:1902236,0.323657200643706,0
37,7,0.189189189189189,GO Biological Process,,TOR signaling,0.00000123,RPS6KB1|RICTOR|RPTOR|EIF4EBP1|MTOR|GATA3|RPS6,128,421|478|676|748|352|445|682,0.0000000444,,GO:0031929,0.59100948885606,0
32,6,0.1875,GO Biological Process,,Mitotic G1 DNA damage checkpoint signaling,0.0000102,CCND1|CDKN1B|TP53|ATM|CHEK2|CDKN1A,128,481|583|709|475|361|604,0.000000444,,GO:0031571,0.499139982823808,0
32,6,0.1875,GO Biological Process,,Positive regulation of mitochondrial membrane permeability,0.0000102,TP53|BAX|BID|BAK1|BCL2L11|MAPK8,128,709|547|763|520|586|640,0.000000444,,GO:0035794,0.499139982823808,0
16,3,0.1875,GO Biological Process,,Positive regulation of macrophage differentiation,0.0046,RB1|CASP8|PRKCA,128,595|427|706,0.0004,,GO:0045651,0.233724216831843,0
16,3,0.1875,GO Biological Process,,Negative regulation of miRNA maturation,0.0046,STAT3|TP53|ESR1,128,691|709|760,0.0004,,GO:1903799,0.233724216831843,0
49,9,0.183673469387755,GO Biological Process,,Thymus development,0.0000000218,MAPK1|ATM|MAP2K1|GATA3|BCL2L11|BCL2|RAF1|BRAF|CTNNB1,128,622|475|559|445|586|553|727|694|580,6.19E-10,,GO:0048538,0.76615435063954,0
33,6,0.181818181818182,GO Biological Process,,Histone phosphorylation,0.0000117,ATM|PRKAA1|CDK1|CHEK1|PRKCA|PRKCB,128,475|343|637|442|706|337,0.000000522,,GO:0016572,0.493181413825384,0
33,6,0.181818181818182,GO Biological Process,,Negative regulation of insulin receptor signaling pathway,0.0000117,TSC2|RPS6KB1|IRS1|PRKCD|PRKAA1|PRKCB,128,562|421|610|325|343|337,0.000000522,,GO:0046627,0.493181413825384,0
22,4,0.181818181818182,GO Biological Process,,Branching involved in mammary gland duct morphogenesis,0.00068,PGR|SRC|AR|ESR1,128,568|625|733|760,0.0000456,,GO:0060444,0.316749108729376,0
22,4,0.181818181818182,GO Biological Process,,Regulation of mitochondrial membrane permeability involved in apoptotic process,0.00068,TP53|BAX|BID|BCL2L11,128,709|547|763|586,0.0000456,,GO:1902108,0.316749108729376,0
11,2,0.181818181818182,GO Biological Process,,Establishment or maintenance of transmembrane electrochemical gradient,0.0372,BAX|BAK1,128,547|520,0.0044,,GO:0010248,0.14294570601181,0
11,2,0.181818181818182,GO Biological Process,,Negative regulation of protein sumoylation,0.0372,PARK7|CTNNB1,128,340|580,0.0044,,GO:0033234,0.14294570601181,0
11,2,0.181818181818182,GO Biological Process,,Osteoblast proliferation,0.0372,NF2|BCL2,128,613|553,0.0044,,GO:0033687,0.14294570601181,0
11,2,0.181818181818182,GO Biological Process,,Genitalia morphogenesis,0.0372,AR|CTNNB1,128,733|580,0.0044,,GO:0035112,0.14294570601181,0
11,2,0.181818181818182,GO Biological Process,,Skin morphogenesis,0.0372,ITGA2|ERRFI1,128,721|334,0.0044,,GO:0043589,0.14294570601181,0
11,2,0.181818181818182,GO Biological Process,,Somatic stem cell division,0.0372,KIT|NOTCH1,128,514|571,0.0044,,GO:0048103,0.14294570601181,0
11,2,0.181818181818182,GO Biological Process,,Positive regulation of attachment of spindle microtubules to kinetochore,0.0372,CCNB1|BECN1,128,457|430,0.0044,,GO:0051987,0.14294570601181,0
11,2,0.181818181818182,GO Biological Process,,Bergmann glial cell differentiation,0.0372,MAPK1|MAP2K1,128,622|559,0.0044,,GO:0060020,0.14294570601181,0
11,2,0.181818181818182,GO Biological Process,,Cardiac muscle cell myoblast differentiation,0.0372,NRG1|NOTCH1,128,502|571,0.0044,,GO:0060379,0.14294570601181,0
11,2,0.181818181818182,GO Biological Process,,Regulation of vascular wound healing,0.0372,XBP1|SERPINE1,128,739|322,0.0044,,GO:0061043,0.14294570601181,0
11,2,0.181818181818182,GO Biological Process,,Notch signaling involved in heart development,0.0372,SNAI1|NOTCH1,128,655|571,0.0044,,GO:0061314,0.14294570601181,0
11,2,0.181818181818182,GO Biological Process,,Cellular response to leucine,0.0372,RPTOR|MTOR,128,676|352,0.0044,,GO:0071233,0.14294570601181,0
11,2,0.181818181818182,GO Biological Process,,Positive regulation of podosome assembly,0.0372,SRC|MAPK9,128,625|403,0.0044,,GO:0071803,0.14294570601181,0
11,2,0.181818181818182,GO Biological Process,,Negative regulation of cardiocyte differentiation,0.0372,EGFR|SMAD4,128,406|616,0.0044,,GO:1905208,0.14294570601181,0
11,2,0.181818181818182,GO Biological Process,,Regulation of protein localization to chromatin,0.0372,RB1|SETD2,128,595|532,0.0044,,GO:1905634,0.14294570601181,0
11,2,0.181818181818182,GO Biological Process,,Negative regulation of motor neuron apoptotic process,0.0372,ERBB3|BCL2,128,487|553,0.0044,,GO:2000672,0.14294570601181,0
39,7,0.179487179487179,GO Biological Process,,Regulation of cardiac muscle cell proliferation,0.00000165,MAPK14|GATA6|NRG1|PTEN|CDK1|YAP1|NOTCH1,128,634|631|502|373|637|523|571,0.0000000612,,GO:0060043,0.578251605578609,0
28,5,0.178571428571429,GO Biological Process,,Thyroid gland development,0.000098,MAPK1|MAP2K1|SMAD3|RAF1|BRAF,128,622|559|538|727|694,0.00000524,,GO:0030878,0.400877392430751,0
28,5,0.178571428571429,GO Biological Process,,Negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,0.000098,SERPINE1|PARK7|PEA15|BCL2L1|RAF1,128,322|340|661|385|727,0.00000524,,GO:1902042,0.400877392430751,0
45,8,0.177777777777778,GO Biological Process,,Leukocyte apoptotic process,0.000000222,TP53|BAX|BAK1|BCL2L1|RPS6|CHEK2|BCL2L11|BCL2,128,709|547|520|385|682|361|586|553,0.0000000072,,GO:0071887,0.665364702554936,0
62,11,0.17741935483871,GO Biological Process,,Regulation of miRNA transcription,4.55E-10,STAT3|GATA6|TP53|SMAD1|SMAD3|FOXO3|SMAD4|JUN|GATA3|ETS1|MYC,128,691|631|709|700|538|541|616|688|445|652|505,1E-11,,GO:1902893,0.934198860334289,0
17,3,0.176470588235294,GO Biological Process,,Alpha-beta T cell lineage commitment,0.0054,STAT3|MTOR|BCL2,128,691|352|553,0.00047,,GO:0002363,0.226760624017703,0
17,3,0.176470588235294,GO Biological Process,,Mitotic intra-S DNA damage checkpoint signaling,0.0054,MSH2|MRE11|CHEK2,128,736|679|361,0.00047,,GO:0031573,0.226760624017703,0
17,3,0.176470588235294,GO Biological Process,,Insulin-like growth factor receptor signaling pathway,0.0054,TSC2|IRS1|AR,128,562|610|733,0.00047,,GO:0048009,0.226760624017703,0
17,3,0.176470588235294,GO Biological Process,,Negative regulation of focal adhesion assembly,0.0054,PTEN|SRC|ACVRL1,128,373|625|712,0.00047,,GO:0051895,0.226760624017703,0
17,3,0.176470588235294,GO Biological Process,,Negative regulation of necroptotic process,0.0054,CAV1|CASP8|BIRC2,128,685|427|391,0.00047,,GO:0060546,0.226760624017703,0
17,3,0.176470588235294,GO Biological Process,,Regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,0.0054,BAX|SMAD3|PARK7,128,547|538|340,0.00047,,GO:2001267,0.226760624017703,0
23,4,0.173913043478261,GO Biological Process,,Programmed cell death involved in cell development,0.00077,KIT|BAX|BCL2L1|BCL2,128,514|547|385|553,0.0000532,,GO:0010623,0.311350927482752,0
23,4,0.173913043478261,GO Biological Process,,Uterus development,0.00077,SMAD4|SRC|GATA3|ESR1,128,616|625|445|760,0.0000532,,GO:0060065,0.311350927482752,0
75,13,0.173333333333333,GO Biological Process,,Intrinsic apoptotic signaling pathway in response to DNA damage,8.39E-12,MSH2|MSH6|TP53|ATM|BAX|BAK1|BCL2L1|BRCA2|CHEK2|BCL2L11|BAD|BCL2|CDKN1A,128,736|388|709|475|547|520|385|751|361|586|493|553|604,1.6E-13,,GO:0008630,1.10762380391713,0
29,5,0.172413793103448,GO Biological Process,,Negative regulation of cardiac muscle hypertrophy,0.00011,SMAD3|SMAD4|ERRFI1|G6PD|NOTCH1,128,538|616|334|496|571,0.00000611,,GO:0010614,0.395860731484177,0
29,5,0.172413793103448,GO Biological Process,,Cellular response to interleukin-6,0.00011,NFKB1|STAT3|SMAD4|SRC|YAP1,128,601|691|616|625|523,0.00000611,,GO:0071354,0.395860731484177,0
35,6,0.171428571428571,GO Biological Process,,Negative regulation of macroautophagy,0.0000156,TSC2|PIK3CA|TP53|TSC1|MTOR|BECN1,128,562|715|709|433|352|430,0.00000071,,GO:0016242,0.480687540164554,0
59,10,0.169491525423729,GO Biological Process,,Response to cadmium ion,0.00000000524,ERCC1|MAPK1|CDKN1B|EGFR|KIT|JUN|PCNA|CDK1|MAPK8|MAPK9,128,730|622|583|406|514|688|376|637|640|403,1.35E-10,,GO:0046686,0.828066871301627,0
59,10,0.169491525423729,GO Biological Process,,Negative regulation of epithelial cell apoptotic process,0.00000000524,SERPINE1|CDKN1B|KDR|RB1|PRKAA1|ADAR|GATA3|BCL2|BRAF|YAP1,128,322|583|460|595|343|646|445|553|694|523,1.35E-10,,GO:1904036,0.828066871301627,0
60,10,0.166666666666667,GO Biological Process,,Cellular senescence,0.00000000595,CDKN1B|MAPK14|TP53|ATM|MAP2K1|PRKCD|BRCA2|MAPK8|CDKN1A|MAPK9,128,583|634|709|475|559|325|751|640|604|403,1.56E-10,,GO:0090398,0.822548303427145,0
48,8,0.166666666666667,GO Biological Process,,Prostate gland development,0.000000341,CDKN1B|STK11|PTEN|AR|ANXA1|ESR1|CTNNB1|NOTCH1,128,583|499|373|733|565|760|580|571,0.0000000113,,GO:0030850,0.64672456210075,0
42,7,0.166666666666667,GO Biological Process,,Regulation of protein autophosphorylation,0.00000251,EEF2K|NRG1|MRE11|CAV1|JUN|SRC|ERRFI1,128,349|502|679|685|688|625|334,0.0000000963,,GO:0031952,0.560032627851896,0
30,5,0.166666666666667,GO Biological Process,,Mismatch repair,0.00013,ERCC1|MSH2|MSH6|PCNA|SETD2,128,730|736|388|376|532,0.00000708,,GO:0006298,0.388605664769316,0
30,5,0.166666666666667,GO Biological Process,,Positive T cell selection,0.00013,STAT3|STK11|MTOR|BCL2|BRAF,128,691|499|352|553|694,0.00000708,,GO:0043368,0.388605664769316,0
24,4,0.166666666666667,GO Biological Process,,Cellular response to angiotensin,0.00088,NFKB1|PRKCD|CAV1|SRC,128,601|325|685|625,0.0000617,,GO:1904385,0.305551732784983,0
24,4,0.166666666666667,GO Biological Process,,Positive regulation of miRNA-mediated gene silencing,0.00088,STAT3|TP53|EGFR|MAP2K1,128,691|709|406|559,0.0000617,,GO:2000637,0.305551732784983,0
18,3,0.166666666666667,GO Biological Process,,Monocyte differentiation,0.0061,MYH9|FASN|JUN,128,436|472|688,0.00055,,GO:0030224,0.221467016498923,0
18,3,0.166666666666667,GO Biological Process,,Ectopic germ cell programmed cell death,0.0061,KIT|BAX|BCL2L1,128,514|547|385,0.00055,,GO:0035234,0.221467016498923,0
18,3,0.166666666666667,GO Biological Process,,Regulation of early endosome to late endosome transport,0.0061,MAPK1|MAP2K1|SRC,128,622|559|625,0.00055,,GO:2000641,0.221467016498923,0
12,2,0.166666666666667,GO Biological Process,,T-helper cell lineage commitment,0.0422,STAT3|MTOR,128,691|352,0.0051,,GO:0002295,0.137468754903833,0
12,2,0.166666666666667,GO Biological Process,,Immature B cell differentiation,0.0422,ATM|KIT,128,475|514,0.0051,,GO:0002327,0.137468754903833,0
12,2,0.166666666666667,GO Biological Process,,ER overload response,0.0422,TP53|BCL2L11,128,709|586,0.0051,,GO:0006983,0.137468754903833,0
